origin,citation
US-2016353179-A1,US-9269107-B2
US-2016132275-A1,US-2016086258-A1
US-2016342937-A1,US-2016314512-A1
US-2016361878-A1,US-2016210312-A1
US-10071891-B2,US-2016110701-A1
US-10071891-B2,US-2016210602-A1
US-10071891-B2,US-2016259344-A1
US-10071891-B2,US-2016259340-A1
US-10071891-B2,US-2016259331-A1
US-10071891-B2,US-2016257240-A1
US-10071891-B2,US-2016259342-A1
US-10071891-B2,US-2016255969-A1
US-10071891-B2,US-2016260145-A1
US-10071891-B2,US-2016259339-A1
US-10071891-B2,US-2016259329-A1
US-10071891-B2,US-2016259346-A1
US-10071891-B2,US-2016260142-A1
US-10071891-B2,US-2016261698-A1
US-10071891-B2,US-2016260049-A1
US-10071891-B2,US-2016260054-A1
US-10071891-B2,US-2016259345-A1
US-10071891-B2,US-2016260148-A1
US-10071891-B2,US-2016259028-A1
US-10071891-B2,US-2016260161-A1
US-10071891-B2,US-2016259343-A1
US-10071891-B2,US-2016258763-A1
US-10071891-B2,US-2016260158-A1
US-10071891-B2,US-2016258762-A1
US-10071891-B2,US-2016257212-A1
US-10071891-B2,US-2016259341-A1
US-10071891-B2,US-2016260159-A1
US-10071891-B2,US-2016300291-A1
US-10071891-B2,US-2016364785-A1
US-10071891-B2,US-2016364786-A1
KR-20190100789-A,KR-20160113532-A
US-10005620-B2,US-9367770-B2
US-10102536-B1,US-9251541-B2
US-10118538-B2,US-2016214535-A1
US-10130851-B2,US-9330406-B2
US-10187323-B2,US-2016019636-A1
US-10212740-B2,US-2016035011-A1
US-10306427-B2,US-9436967-B2
KR-20180073534-A,KR-20160002469-A
US-10306379-B2,WO-2016096011-A1
US-10225396-B2,US-2016371756-A1
US-10339514-B2,US-9406084-B2
US-10366564-B1,US-9405984-B2
KR-20190033393-A,KR-101643764-B1
US-2016097545-A1,US-9424582-B2
KR-101886283-B1,KR-20160143399-A
KR-20180112521-A,KR-101638942-B1
US-10127593-B2,US-2016042432-A1
US-10198698-B2,US-2016358234-A1
US-10148097-B1,US-2016005068-A1
US-2018098197-A1,US-2016047662-A1
US-2017132442-A1,US-2016027082-A1
US-2016189134-A1,US-2016012518-A1
US-2016125407-A1,US-9241265-B2
US-2017161720-A1,US-2016239624-A1
US-2017161720-A1,US-2016379205-A1
US-2017092018-A1,US-9292334-B2
US-2017041347-A1,US-9501541-B2
US-2017088355-A1,US-2016244262-A1
US-2016110381-A1,US-2016063590-A1
KR-102074781-B1,KR-101628976-B1
US-10325428-B1,US-9311656-B2
US-10019904-B1,US-2016259341-A1
US-10409898-B2,US-2016140643-A1
US-10057225-B1,US-2016019542-A1
US-10353661-B2,US-9503786-B2
US-10319408-B2,US-2016335705-A1
US-2016350770-A1,US-2016039426-A1
US-2017293820-A1,US-9367770-B2
US-2016292286-A1,US-2016027096-A1
TW-I608454-B,US-2016034916-A1
KR-102055073-B1,KR-101612286-B1
KR-102055073-B1,KR-101661980-B1
US-10057882-B1,US-2016314517-A1
US-10110697-B2,US-2016055469-A1
US-10349326-B2,US-9351193-B2
US-10271104-B2,US-2016086257-A1
US-10290031-B2,US-9367770-B2
US-10223153-B1,US-9351193-B2
US-10249002-B2,US-2016379298-A1
US-10401411-B2,US-2016092849-A1
US-10401411-B2,US-2016098689-A1
US-10401411-B2,US-2016171575-A1
US-10401411-B2,US-2016210648-A1
US-10401411-B2,US-2016379287-A1
US-10089069-B2,US-2016291824-A1
US-10200541-B2,US-9459767-B2
US-10282625-B1,US-2016027307-A1
US-10282625-B1,US-2016034845-A1
US-10282625-B1,US-2016092976-A1
US-10282625-B1,US-9459622-B2
US-10282625-B1,US-2016342934-A1
US-10282625-B1,US-9527217-B1
RU-2662638-C2,US-2016358122-A1
US-10025619-B1,US-9351193-B2
US-10127735-B2,US-2016071326-A1
US-10147079-B2,WO-2016168298-A2
US-10152689-B2,US-9262741-B1
US-10263843-B2,US-2016171575-A1
US-10275451-B2,US-9355361-B2
US-10275451-B2,US-2016165402-A1
US-2018053218-A1,US-2016173540-A1
US-2017372141-A1,US-9365188-B1
US-2017372141-A1,US-2016180428-A1
US-2018127255-A1,US-9365406-B2
US-2018127255-A1,US-2016264395-A1
US-2016353837-A1,US-9357813-B2
US-2016253048-A1,US-2016225108-A1
US-2017178213-A1,US-9336528-B2
US-2017070801-A1,US-2016261676-A1
US-2017345108-A1,US-2016078572-A1
US-2017289326-A1,US-9508054-B2
US-2017083867-A1,US-9292876-B1
US-2016066162-A1,US-2016171486-A1
US-2016342498-A1,US-2016275588-A1
US-2016239569-A1,US-2016119282-A1
US-2016300224-A1,US-2016026997-A1
US-10417543-B2,US-2016071000-A1
US-10417543-B2,US-9317794-B2
US-10417543-B2,US-9384435-B2
US-10417543-B2,US-9396423-B2
US-10417543-B2,US-2016275390-A1
US-10417543-B2,US-2016292554-A1
US-10417543-B2,US-2016371576-A1
US-10599870-B2,US-2016232534-A1
US-10491153-B2,US-2016307413-A1
US-10432574-B2,US-2016155181-A1
US-10432574-B2,US-2016307249-A1
US-10432574-B2,US-2016314519-A1
US-10482418-B2,US-2016185466-A1
US-10506269-B2,US-9292866-B2
US-10580058-B2,US-2016284008-A1
US-10552932-B2,US-2016335686-A1
US-10530740-B2,US-9235856-B2
US-10430874-B1,US-2016314442-A1
US-10380577-B2,US-2016086029-A1
US-10403051-B2,US-9311397-B2
US-2018336613-A1,US-2016104188-A1
US-2017064079-A1,US-2016283995-A1
US-2018024985-A1,US-2016180438-A1
US-2016210054-A1,US-9280788-B2
US-2016292937-A1,US-9346365-B1
US-2016292937-A1,US-9434270-B1
US-2016292937-A1,US-2016375780-A1
US-2017099378-A1,US-9390435-B2
US-2018375861-A1,US-2016196606-A1
US-2018308137-A1,US-2016048934-A1
US-2017093451-A1,US-2016259488-A1
US-2016357981-A1,US-2016066140-A1
US-2016294573-A1,US-9240021-B2
US-2016012450-A1,US-2016335686-A1
US-2017090475-A1,US-9524597-B2
US-2017169248-A1,US-2016042342-A1
US-2018058864-A1,US-2016292798-A1
US-2018060891-A1,US-2016110782-A1
US-2016330162-A1,US-2016155181-A1
US-2016330162-A1,US-2016307249-A1
US-2016330162-A1,US-2016314519-A1
US-2018147944-A1,US-9346365-B1
US-2016180471-A1,US-9253631-B1
US-2016080810-A1,US-9400875-B1
US-2016209983-A1,US-2016328767-A1
US-2016380927-A1,US-2016285816-A1
US-2016125325-A1,US-9361640-B1
US-2017286875-A1,US-2016125324-A1
US-2017121113-A1,US-2016244262-A1
US-2016223347-A1,US-9390459-B2
US-2016171061-A1,US-2016012503-A1
US-2017289623-A1,US-2016148304-A1
US-2017236186-A1,US-2016063483-A1
TW-I673671-B,CN-105976231-A
US-10325533-B2,US-2016132963-A1
US-10185309-B2,US-2016078403-A1
US-10127467-B1,US-2016371788-A1
US-10356620-B1,US-2016086391-A1
US-10084335-B2,US-2016300547-A1
US-10389134-B2,US-2016042377-A1
US-10274950-B1,US-2016027307-A1
US-10274950-B1,US-2016092976-A1
US-10274950-B1,US-9459622-B2
US-10274950-B1,US-2016342934-A1
US-10274950-B1,US-9527217-B1
US-10299070-B2,US-2016300192-A1
US-2019075406-A1,US-2016026983-A1
US-2017367132-A1,US-2016050553-A1
US-2018314861-A1,US-9240984-B2
US-2017177334-A1,US-2016019636-A1
US-2017316434-A1,US-9508054-B2
US-2018075688-A1,US-2016307449-A1
US-2016375908-A1,US-2016039426-A1
US-2016316369-A1,US-2016132883-A1
US-2018268260-A1,US-9349076-B1
US-2018060937-A1,US-2016027088-A1
US-2016285712-A1,US-2016283936-A1
US-10282768-B2,US-2016140519-A1
US-10026130-B1,US-9282430-B1
US-10026130-B1,US-2016092962-A1
US-10026130-B1,US-9317983-B2
US-10026130-B1,US-9384491-B1
US-10027168-B2,US-2016005068-A1
US-10091287-B2,US-9338242-B1
US-10235262-B2,US-2016314377-A1
US-10315897-B2,US-2016110701-A1
US-10315897-B2,US-2016210602-A1
US-10315897-B2,US-2016259343-A1
US-10315897-B2,US-2016260158-A1
US-10315897-B2,US-2016259341-A1
US-10315897-B2,US-2016259342-A1
US-10315897-B2,US-2016259339-A1
US-10315897-B2,US-2016259346-A1
US-10315897-B2,US-2016259340-A1
US-10315897-B2,US-2016257240-A1
US-10315897-B2,US-2016255969-A1
US-10315897-B2,US-2016260145-A1
US-10315897-B2,US-2016259331-A1
US-10315897-B2,US-2016259344-A1
US-10315897-B2,US-2016259345-A1
US-10315897-B2,US-2016260049-A1
US-10315897-B2,US-2016260148-A1
US-10315897-B2,US-2016259329-A1
US-10315897-B2,US-2016260161-A1
US-10315897-B2,US-2016260159-A1
US-10315897-B2,US-2016258762-A1
US-10315897-B2,US-2016260054-A1
US-10315897-B2,US-2016259028-A1
US-10315897-B2,US-2016261698-A1
US-10315897-B2,US-2016260142-A1
US-10315897-B2,US-2016258763-A1
US-10315897-B2,US-2016257212-A1
US-10315897-B2,US-2016300291-A1
US-10315897-B2,US-2016364786-A1
US-10315897-B2,US-2016364785-A1
US-10332318-B1,US-9361735-B1
US-10332318-B1,US-9495667-B1
US-10375428-B2,US-9292866-B2
US-10389161-B2,US-2016005068-A1
US-10401860-B2,US-9466161-B2
KR-101851072-B1,KR-101596792-B1
KR-101814531-B1,KR-101631663-B1
US-10031925-B2,US-2016042478-A1
US-10176354-B2,US-2016034960-A1
US-10176354-B2,US-2016034988-A1
US-10176354-B2,WO-2016019352-A2
US-10176354-B2,US-2016034244-A1
US-10176354-B2,US-2016034959-A1
US-10176354-B2,US-2016240131-A1
US-10176354-B2,US-2016260163-A1
US-10101984-B1,US-2016154641-A1
US-10217108-B1,US-2016239887-A1
KR-101920747-B1,KR-101588637-B1
KR-20180083607-A,KR-20160061572-A
US-10515543-B2,US-2016086391-A1
US-10585687-B2,US-2016148299-A1
US-10585687-B2,US-2016225063-A1
US-10586169-B2,US-9449336-B2
US-10579985-B2,US-9373112-B1
US-10497051-B2,US-2016027086-A1
US-10497051-B2,US-9262056-B2
US-10497051-B2,US-9286412-B2
US-10497051-B2,US-9412128-B2
US-10497051-B2,CN-106021435-A
FR-3057728-A1,EP-3043580-A1
KR-20190017840-A,KR-20160093490-A
US-10116601-B2,US-2016162971-A1
US-10142109-B2,US-2016098578-A1
US-10206099-B1,US-2016048900-A1
US-10293789-B2,US-9288270-B1
US-10333943-B2,US-2016027079-A1
US-10319297-B2,KR-20160000982-A
US-10380534-B2,US-2016071050-A1
US-10229610-B2,US-2016012453-A1
US-10354010-B2,US-2016335693-A1
US-10417614-B2,US-2016125518-A1
US-10198035-B2,US-2016239796-A1
US-10410035-B2,US-9324067-B2
US-10410035-B2,US-2016253665-A1
US-10410035-B2,US-9483763-B2
US-10410035-B2,JP-6023162-B2
US-10279934-B2,EP-3023947-A1
US-10279934-B2,US-2016260156-A1
US-10279934-B2,US-2016363917-A1
US-2017302610-A1,US-9361368-B1
US-2017193419-A1,US-2016034845-A1
US-2016012495-A1,US-2016335686-A1
US-2016351062-A1,US-9483805-B1
US-2018260862-A1,US-2016055559-A1
US-2017155755-A1,US-2016086108-A1
US-2019069133-A1,US-2016225057-A1
US-2016180441-A1,US-2016117749-A1
US-2016350833-A1,US-2016081435-A1
US-2016180193-A1,US-2016117749-A1
US-2018189843-A1,US-2016328789-A1
US-2018189843-A1,US-2016345076-A1
US-2016225011-A1,US-2016321728-A1
US-2018070291-A1,US-2016026989-A1
US-2017300980-A1,US-9230249-B1
US-2017115129-A1,US-2016078512-A1
US-2017060812-A1,US-2016212178-A1
US-2016259488-A1,US-2016098787-A1
US-2016197860-A1,US-9367864-B2
US-2016189092-A1,US-2016140632-A1
US-2018070026-A1,US-2016162966-A1
US-2017186126-A1,US-2016034845-A1
US-2017083522-A1,US-2016284003-A1
US-2018082479-A1,US-2016117749-A1
US-2018018334-A1,US-2016012507-A1
US-2017262873-A1,US-2016055543-A1
US-2019074011-A1,US-2016072891-A1
US-2017337744-A1,US-2016253843-A1
US-2017249139-A1,US-2016299977-A1
US-2017169398-A1,US-2016253706-A1
US-2017169398-A1,US-2016307174-A1
US-2016248864-A1,US-9344519-B2
US-2017026318-A1,US-2016358242-A1
US-2018060631-A1,US-2016364588-A1
US-2018351956-A1,US-2016232531-A1
US-2018270389-A1,US-2016086258-A1
US-2017149881-A1,US-2016155181-A1
US-2016350682-A1,US-9412125-B2
US-2017059340-A1,US-2016223347-A1
US-2017059340-A1,US-2016246526-A1
US-2017059340-A1,US-2016250985-A1
US-2017063567-A1,US-9317882-B2
US-2017053383-A1,US-2016078506-A1
US-2017344998-A1,US-2016104098-A1
US-2018150899-A1,US-2016110702-A1
US-2017155513-A1,US-9276910-B2
US-2016295026-A1,US-2016094973-A1
US-2017365143-A1,US-2016086460-A1
US-2018359109-A1,US-9434270-B1
US-2017083214-A1,US-2016321278-A1
US-2016225056-A1,US-2016148147-A1
US-2017046793-A1,US-2016321719-A1
US-2018025405-A1,US-2016005097-A1
US-2017359710-A1,US-2016335694-A1
US-2017337200-A1,US-2016335704-A1
US-2017161649-A1,US-2016364790-A1
US-2018114063-A1,US-2016350813-A1
US-2017147975-A1,US-2016185466-A1
US-2017086069-A1,US-2016034990-A1
US-2016148292-A1,US-9230275-B1
US-2016148292-A1,US-2016070439-A1
US-2016148292-A1,US-9514491-B2
US-2016272135-A1,US-9349124-B2
US-2016224658-A1,US-9311644-B2
US-2016267885-A1,US-9384609-B2
US-10305848-B2,US-2016210321-A1
US-10262432-B1,US-2016042565-A1
US-10262432-B1,US-2016110595-A1
US-10262432-B1,US-9477980-B2
US-10293488-B2,US-9367770-B2
US-10089790-B2,US-2016070439-A1
US-10366614-B2,US-2016203649-A1
US-10095804-B2,US-2016062577-A1
US-10095804-B2,US-9342218-B2
US-10318904-B2,US-2016125518-A1
US-10318904-B2,US-9420121-B2
US-10318904-B2,US-9460092-B2
US-10318904-B2,US-9471455-B2
US-2017090195-A1,US-2016110793-A1
US-2018364897-A1,US-9349076-B1
US-2016274922-A1,US-9384491-B1
US-2018279023-A1,US-2016300285-A1
US-2018300115-A1,US-2016260157-A1
US-2017236197-A1,US-2016035061-A1
US-2017308075-A1,US-2016321848-A1
US-2018101599-A1,US-2016125071-A1
US-2016209220-A1,US-2016027307-A1
US-10599957-B2,US-2016092557-A1
US-10505827-B2,US-2016026552-A1
US-10584518-B1,US-2016259341-A1
KR-20190059438-A,KR-20160084741-A
KR-101969264-B1,KR-101657585-B1
US-10131323-B1,US-2016214535-A1
US-10038757-B2,US-2016285816-A1
US-10165413-B1,US-9324106-B2
US-10165413-B1,US-2016125505-A1
US-10165413-B1,US-9470532-B2
US-10115141-B1,US-9268933-B2
US-10332096-B2,US-2016092966-A1
US-10332096-B2,US-9361618-B2
US-10332096-B2,US-2016171486-A1
US-10375437-B2,US-9443272-B2
US-10373301-B2,US-2016284018-A1
US-10401490-B2,US-9230160-B1
US-10058129-B2,EP-3023947-A1
US-10058129-B2,US-2016260156-A1
US-10058129-B2,US-2016363917-A1
US-2016345184-A1,US-9443272-B2
US-2016148226-A1,US-9330357-B1
US-2016148226-A1,US-2016148209-A1
US-2016110457-A1,US-2016004711-A1
US-2017129427-A1,US-2016046300-A1
US-2016307372-A1,US-2016381348-A1
US-2016328714-A1,US-2016260160-A1
US-2016334994-A1,US-2016358239-A1
US-2017346833-A1,US-2016364787-A1
US-2018146105-A1,US-2016086241-A1
US-2017124848-A1,US-2016244011-A1
US-2018248709-A1,US-2016301979-A1
US-2018068503-A1,US-2016292709-A1
US-2018134492-A1,US-2016110702-A1
US-2018134492-A1,US-2016314431-A1
US-2018134492-A1,US-2016364786-A1
US-2018134492-A1,US-2016371650-A1
US-2018285971-A1,US-2016267566-A1
US-2017048184-A1,US-2016335686-A1
US-2017149922-A1,US-9438444-B1
US-2016269883-A1,US-9282430-B1
US-9729643-B2,US-2016223347-A1
US-9729643-B2,US-2016232480-A1
US-9767382-B2,US-9454713-B2
US-RE46807-E,US-9229674-B2
WO-2018200274-A1,US-9251139-B2
US-10445812-B2,US-2016217522-A1
US-10515384-B2,US-2016019526-A1
US-10516965-B2,US-9311685-B2
US-10579440-B2,US-2016110721-A1
US-10586075-B2,US-2016232534-A1
US-10516289-B2,US-2016005068-A1
US-10200803-B1,US-2016034886-A1
US-10187424-B2,US-2016248795-A1
US-10084769-B2,US-2016065570-A1
US-10243088-B1,US-2016180209-A1
US-2017041205-A1,US-2016379205-A1
US-10083222-B1,US-2016086240-A1
US-10373117-B1,US-2016321606-A1
US-10053289-B2,US-2016259341-A1
US-10264823-B2,EP-3023947-A1
US-10264823-B2,US-2016260156-A1
US-10264823-B2,US-2016363917-A1
US-10272317-B2,US-2016063615-A1
US-10298636-B2,US-9411856-B1
US-10402761-B2,US-9424602-B2
KR-20180089187-A,KR-20160101241-A
US-10089676-B1,US-2016063590-A1
US-10282737-B2,US-2016180438-A1
US-10338591-B2,US-2016307449-A1
US-10339810-B2,US-9384609-B2
US-10402856-B2,US-9247314-B1
TW-I639967-B,CN-105956916-A
US-10035516-B2,US-2016140649-A1
US-10320446-B2,US-2016005068-A1
US-10336470-B2,US-2016185466-A1
US-10366174-B2,US-2016117763-A1
US-10366174-B2,US-2016117407-A1
US-2016300123-A1,US-2016062152-A1
US-10559026-B2,US-9245291-B1
US-10460378-B1,US-9324105-B2
US-10503452-B2,US-2016292774-A1
US-10516997-B2,US-2016005028-A1
US-10516997-B2,US-9305310-B2
US-10516997-B2,US-2016104228-A1
US-10516997-B2,US-9324067-B2
US-10516997-B2,US-2016253665-A1
US-10516997-B2,US-9483763-B2
US-10516997-B2,JP-6023162-B2
US-10558812-B2,WO-2016200597-A1
KR-20190010145-A,KR-20160018970-A
US-10176275-B1,US-2016005106-A1
US-10176275-B1,US-2016062152-A1
US-10182055-B2,US-9400995-B2
US-10136246-B2,US-9365188-B1
US-10025684-B2,US-2016070580-A1
US-10310620-B2,US-9230160-B1
US-2017185366-A1,US-2016034244-A1
US-2018285859-A1,US-2016379290-A1
US-2017318120-A1,US-2016314519-A1
US-2016373517-A1,US-9350778-B2
US-2017061514-A1,US-9525719-B2
KR-20170142612-A,KR-20160004239-A
US-10057061-B1,US-2016019542-A1
US-10135112-B1,US-2016005068-A1
US-10104915-B2,EP-3023947-A1
US-10104915-B2,US-2016260156-A1
US-10104915-B2,US-2016363917-A1
US-10210542-B2,US-2016300192-A1
US-10237690-B2,US-2016098670-A1
US-10332189-B2,US-2016038062-A1
US-10356340-B2,US-2016162966-A1
US-10373618-B2,US-2016275594-A1
US-10402750-B2,US-2016110646-A1
KR-20190043403-A,KR-20160041102-A
KR-20180076811-A,KR-101687515-B1
RU-2634228-C1,WO-2016176099-A1
US-2018174236-A1,US-2016300257-A1
US-2017132509-A1,US-2016350834-A1
US-2016148252-A1,US-2016071115-A1
US-2016357408-A1,US-2016232558-A1
US-2018183737-A1,US-2016285816-A1
US-2016170967-A1,US-2016140519-A1
US-2016371636-A1,US-2016371766-A1
US-2016330584-A1,US-2016146614-A1
US-2017185611-A1,US-2016148278-A1
US-2016275482-A1,US-9367841-B2
US-2016275482-A1,US-2016275483-A1
US-2016005023-A1,US-9240009-B2
US-2016090774-A1,US-2016314413-A1
US-2016132889-A1,US-9305295-B2
US-2016132889-A1,US-9324002-B2
US-10397262-B2,US-2016174044-A1
KR-20190017449-A,KR-20160134414-A
US-10268891-B2,US-2016117750-A1
US-10297875-B2,US-2016034733-A1
US-10297875-B2,US-2016092847-A1
US-10395237-B2,US-2016019526-A1
KR-20190020432-A,KR-20160134414-A
KR-101926350-B1,WO-2016118284-A1
US-2017109436-A1,US-9531718-B2
US-2016012342-A1,US-9483730-B2
US-2017286715-A1,US-2016109954-A1
US-2018020065-A1,US-2016225063-A1
US-2016344677-A1,US-2016269330-A1
US-2016203546-A1,US-2016086257-A1
US-2016315955-A1,US-2016092847-A1
US-2017006576-A1,US-2016035014-A1
US-2016092085-A1,US-9460461-B1
US-2016164982-A1,US-2016223347-A1
US-2016164982-A1,US-2016232480-A1
US-2016164958-A1,US-2016132704-A1
US-2016164958-A1,US-2016155036-A1
US-2016125478-A1,US-2016005028-A1
US-2016125478-A1,US-2016019630-A1
US-2016125478-A1,US-2016071175-A1
US-10007827-B2,US-2016244262-A1
US-10074065-B2,US-2016104110-A1
US-10169207-B2,US-2016189440-A1
US-10199850-B2,US-2016005068-A1
US-10382976-B2,US-9443417-B2
KR-102003054-B1,KR-20160093281-A
TW-I649704-B,US-2016110798-A1
US-10438274-B2,US-2016203536-A1
US-10489692-B2,US-9235859-B2
US-10489692-B2,US-2016063603-A1
US-10489692-B2,US-9311666-B2
US-10489692-B2,US-2016117572-A1
US-10489692-B2,US-2016189011-A1
US-10452653-B2,US-2016063595-A1
US-2017118161-A1,US-9471939-B1
US-2017193415-A1,US-2016027051-A1
US-2017185365-A1,US-2016210602-A1
US-2016209224-A1,US-2016167607-A1
US-2016077820-A1,US-2016162905-A1
US-2017069039-A1,US-2016048934-A1
US-2016019607-A1,US-9351193-B2
US-2016295353-A1,US-2016285816-A1
US-2017359711-A1,US-2016232515-A1
US-2017272404-A1,US-9251372-B1
US-2016127499-A1,US-9280789-B2
US-2017372035-A1,US-2016009211-A1
US-2018181780-A1,US-2016189170-A1
US-2016059888-A1,US-2016092962-A1
US-2017359221-A1,US-2016019636-A1
US-2018107965-A1,US-2016171405-A1
US-2017116047-A1,US-2016299875-A1
US-2017061533-A1,US-2016314442-A1
US-2017132234-A1,US-9424598-B1
US-2017132234-A1,US-2016371630-A1
US-2018152813-A1,US-9324106-B2
US-2018152813-A1,US-2016125505-A1
US-2018152813-A1,US-9470532-B2
US-2016313881-A1,US-2016307034-A1
US-2017237744-A1,US-9324067-B2
US-2017237744-A1,US-2016232534-A1
US-2017237744-A1,US-2016253665-A1
US-2017255820-A1,US-2016005012-A1
US-2016184702-A1,US-2016203361-A1
US-2016378770-A1,US-2016085813-A1
US-2016378770-A1,US-2016203540-A1
US-2016188125-A1,US-2016350839-A1
US-10417615-B2,US-2016092849-A1
US-10417615-B2,US-2016098689-A1
US-10417615-B2,US-2016171575-A1
US-10417615-B2,US-2016210648-A1
US-10417615-B2,US-2016379287-A1
US-10496264-B2,US-9349076-B1
US-10515111-B2,US-2016092557-A1
US-10515401-B1,US-2016071149-A1
US-10515401-B1,US-2016217506-A1
US-10515634-B2,US-2016092519-A1
US-10592951-B2,US-9411996-B2
US-10551638-B2,US-2016196603-A1
US-10551638-B2,US-2016299360-A1
US-10530733-B2,US-2016358242-A1
US-10412093-B2,US-2016247377-A1
US-10457393-B2,US-2016068264-A1
US-10546183-B2,US-2016071111-A1
US-2017090914-A1,US-2016019619-A1
US-2017286899-A1,US-2016189262-A1
US-2017286899-A1,US-2016189069-A1
US-2017286899-A1,US-2016260158-A1
US-2017286899-A1,US-2016350838-A1
US-2017243171-A1,US-2016344779-A1
US-2017293989-A1,US-2016028676-A1
US-2016358145-A1,US-2016358235-A1
US-2016187187-A1,US-2016304281-A1
US-2016187187-A1,US-2016328767-A1
US-10055175-B2,US-2016086258-A1
US-10136715-B2,US-2016171597-A1
US-10136715-B2,US-2016189288-A1
US-10136715-B2,US-2016189284-A1
US-10324463-B1,US-9282430-B1
US-10324463-B1,US-2016092962-A1
US-10324463-B1,US-9317983-B2
US-10324463-B1,US-9384491-B1
US-10324474-B2,US-2016178727-A1
US-10339498-B2,US-2016104225-A1
US-10339498-B2,US-2016307246-A1
US-10341854-B2,US-9324002-B2
US-10349136-B2,US-9451324-B2
US-10379808-B1,US-2016050203-A1
KR-20190045949-A,KR-20160091194-A
US-2017261965-A1,US-2016210312-A1
US-2018130067-A1,US-2016171418-A1
US-2018189777-A1,US-9324067-B2
US-2018189777-A1,US-9390413-B2
US-2018189777-A1,US-9483763-B2
US-2018150931-A1,US-2016330380-A1
US-2016318255-A1,US-2016086258-A1
US-2016287477-A1,US-2016027132-A1
US-10242374-B2,US-2016323247-A1
US-10351393-B2,US-2016304281-A1
US-10304343-B2,US-9359074-B2
US-10304343-B2,US-2016342934-A1
US-10217144-B1,US-2016063473-A1
US-10217144-B1,US-2016171584-A1
US-10217144-B1,US-2016180440-A1
US-10203763-B1,US-9230160-B1
US-10155274-B2,US-9230160-B1
US-2016232529-A1,US-9317850-B2
US-2016213125-A1,US-2016163146-A1
US-2016213125-A1,US-9524605-B2
US-2017316064-A1,US-2016132970-A1
US-2018067738-A1,US-2016210602-A1
US-2018143973-A1,US-2016275582-A1
US-2018027634-A1,US-9230440-B1
US-2016036655-A1,US-2016019636-A1
US-2017083574-A1,US-9245271-B1
US-2017083574-A1,US-9390168-B1
US-2016191839-A1,US-2016034990-A1
US-2016117610-A1,US-2016078516-A1
US-2017076348-A1,US-2016078517-A1
US-2017351348-A1,US-2016301243-A1
US-2017081158-A1,US-9346365-B1
US-2018048849-A1,US-2016335705-A1
US-2018068356-A1,US-2016110701-A1
US-2018068356-A1,US-2016260161-A1
US-2018013874-A1,US-2016232546-A1
US-2017105048-A1,US-2016110041-A1
US-2016188667-A1,US-2016092564-A1
US-2017330112-A1,US-2016125497-A1
US-2016334218-A1,US-2016258762-A1
US-2017336945-A1,US-2016104231-A1
US-2017032477-A1,US-9374411-B1
US-2017103370-A1,US-2016335686-A1
US-2016357183-A1,US-2016307449-A1
US-2016140639-A1,US-2016063588-A1
US-2016092797-A1,US-9378470-B2
US-2018203947-A1,US-2016110646-A1
US-2017316071-A1,US-2016092781-A1
US-10417879-B2,US-9430796-B1
US-10417879-B2,US-2016342973-A1
US-10528919-B2,US-2016132836-A1
US-10565025-B2,US-2016232540-A1
US-10592590-B2,US-2016314377-A1
US-10565490-B2,US-9256881-B2
US-10412535-B2,US-2016178727-A1
US-2016180425-A1,US-9329762-B1
